medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	observations
155533012	Malignant neoplasm of skin of finger	B3364	B336400	94023006	100
155534018	Malignant neoplasm of skin of foot	B3377	B337700	94024000	200
4749501000006113	Malignant neoplasm of skin of forearm	^ESCTMA474950		188122007	40
289111016	Malignant neoplasm of skin of fore-arm	B3362	B336200	188122007	700
155536016	Malignant neoplasm of skin of forehead	B3333	B333300	94026003	4000
289127011	Malignant neoplasm of skin of great toe	B3379	B337900	188138001	20
155537013	Malignant neoplasm of skin of groin	B3355	B335500	94027007	60
155538015	Malignant neoplasm of skin of hand	B3363	B336300	94028002	600
289124016	Malignant neoplasm of skin of heel	B3376	B337600	188135003	20
155539011	Malignant neoplasm of skin of hip	B3370	B337000	94029005	30
155540013	Malignant neoplasm of skin of knee	B3372	B337200	94030000	80
155542017	Malignant neoplasm of skin of lip	B330	B330.00	94032008	2000
289122017	Malignant neoplasm of skin of lower leg	B3374	B337400	188133005	3000
6364431000006118	Malignant neoplasm of skin of lower limb	^ESCTMA636443		372124007	40
289116014	Malignant neoplasm of skin of lower limb and hip	B337	B337.00	188127001	10000
289128018	Malignant neoplasm of skin of lower limb or hip NOS	B337z	B337z00	188127001	70
155545015	Malignant neoplasm of skin of neck	B3341	B334100	94034009	2000
289088018	Malignant neoplasm of skin of nose (external)	B3334	B333400	188099008	5000
155547011	Malignant neoplasm of skin of perineum	B3356	B335600	94036006	70
289121012	Malignant neoplasm of skin of popliteal fossa area	B3373	B337300	188132000	10
455405012	Malignant neoplasm of skin of scapular region	B335A	B335A00	311779007	100
155550014	Malignant neoplasm of skin of shoulder	B3360	B336000	94039004	1000
289089014	Malignant neoplasm of skin of temple	B3335	B333500	188100000	2000
155552018	Malignant neoplasm of skin of thigh	B3371	B337100	94041003	400
289114012	Malignant neoplasm of skin of thumb	B3365	B336500	188125009	60
155553011	Malignant neoplasm of skin of toe	B3378	B337800	94042005	10
289095010	Malignant neoplasm of skin of trunk	B335	B335.00	372126009	8000
289107010	Malignant neoplasm of skin of trunk, excluding scrotum, NOS	B335z	B335z00	372126009	200
155556015	Malignant neoplasm of skin of umbilicus	B3354	B335400	94044006	10
289110015	Malignant neoplasm of skin of upper arm	B3361	B336100	188121000	500
6364491000006119	Malignant neoplasm of skin of upper limb	^ESCTMA636449		372128005	20
289108017	Malignant neoplasm of skin of upper limb and shoulder	B336	B336.00	188119005	5000
289115013	Malignant neoplasm of skin of upper limb or shoulder NOS	B336z	B336z00	188119005	50
288663017	Malignant neoplasm of small intestine NOS	B12z	B12z.00	363509000	2000
721621000006110	Malignant neoplasm of soft palate	B053	B053.00	363388009	3000
5511671000006115	Malignant neoplasm of soft tissue	^ESCTMA551167		269469005	600
1228566019	Malignant neoplasm of soft tissue of face	B3101	B310100	363440005	300
1228565015	Malignant neoplasm of soft tissue of head	B3100	B310000	363439008	200
1228567011	Malignant neoplasm of soft tissue of neck	B3102	B310200	363441009	400
7358391000006112	Malignant neoplasm of soft tissue of orbit	^ESCTMA735839		448669004	6
2732861000000116	Malignant neoplasm of soft tissues of lower leg	^ESCT1171936		1090991000000109	10
2732801000000115	Malignant neoplasm of soft tissues of lower limb	^ESCT1171933		1090961000000103	5
288747019	Malignant neoplasm of specified parts of peritoneum	B18y	B18y.00	187808008	2000
288756010	Malignant neoplasm of specified parts of peritoneum NOS	B18yz	B18yz00	187808008	300
289452016	Malignant neoplasm of specified site NOS	B55yz	B55yz00	363346000	200
288735013	Malignant neoplasm of specified site of pancreas NOS	B17yz	B17yz00	363418001	90
721701000006112	Malignant neoplasm of spermatic cord	B485	B485.00	363453008	60
155582012	Malignant neoplasm of sphenoid bone	B3007	B300700	94066004	20
721721000006119	Malignant neoplasm of sphenoidal sinus	B205	B205.00	363428005	100
288711015	Malignant neoplasm of sphincter of Oddi	B1613	B161300	187786003	3
289381016	Malignant neoplasm of spinal arachnoid mater	B5231	B523100	188318009	4
721751000006111	Malignant neoplasm of spinal cord	B522	B522.00	363475005	1000
289380015	Malignant neoplasm of spinal dura mater	B5230	B523000	188317004	20
482740014	Malignant neoplasm of spinal meninges	B523	B523.00	363476006	30
289383018	Malignant neoplasm of spinal meninges NOS	B523z	B523z00	363497007	20
289382011	Malignant neoplasm of spinal pia mater	B5232	B523200	188319001	2
288760013	Malignant neoplasm of spleen NEC	B1z1	B1z1.00	363499005	200
721821000006114	Malignant neoplasm of splenic flexure of colon	B137	B137.00	363413005	6000
289180010	Malignant neoplasm of squamocolumnar junction of cervix	B41y1	B41y100	188184006	400
155592016	Malignant neoplasm of sternum	B3031	B303100	94073009	100
721871000006110	Malignant neoplasm of subglottis	B212	B212.00	363430007	1000
721881000006113	Malignant neoplasm of sublingual gland	B022	B022.00	363381003	100
1228513017	Malignant neoplasm of submandibular gland	B021	B021.00	363380002	1000
289430013	Malignant neoplasm of supraclavicular fossa	B5505	B550500	1090951000000101	400
288797015	Malignant neoplasm of supraglottis	B211	B211.00	187842004	8000
721091000006119	Malignant neoplasm of sweat gland	B33-5	B33..15	94081005	200
288720012	Malignant neoplasm of tail of pancreas	B172	B172.00	187792009	3000
155604019	Malignant neoplasm of talus	B3081	B308100	94083008	4
289362012	Malignant neoplasm of tapetum	B51y1	B51y100	188302003	2
288963015	Malignant neoplasm of tarsus of eyelid	B3104	B310400	187988006	30
155607014	Malignant neoplasm of temporal bone	B3008	B300800	94085001	200
482731010	Malignant neoplasm of temporal lobe	B512	B512.00	363468009	2000
289349013	Malignant neoplasm of temporal lobe NOS	B512z	B512z00	363468009	300
403702017	Malignant neoplasm of testis NOS	B47z	B47z.00	363449006	8000
289345019	Malignant neoplasm of thalamus	B5105	B510500	188287005	200
288754013	Malignant neoplasm of the pouch of Douglas	B18y6	B18y600	187814001	200
288919012	Malignant neoplasm of third metacarpal bone	B305A	B305A00	187947006	4
288949014	Malignant neoplasm of third metatarsal bone	B308A	B308A00	187975008	1
729531000006110	Malignant neoplasm of thoracic cavity structure	B2	B2...00	428100006	7000
288594012	Malignant neoplasm of thoracic oesophagus	B101	B101.00	187723009	600
288886014	Malignant neoplasm of thoracic vertebra	B3021	B302100	187917009	500
289432017	Malignant neoplasm of thorax	B551	B551.00	188361007	100
289438018	Malignant neoplasm of thorax NOS	B551z	B551z00	188361007	20
721271000006114	Malignant neoplasm of thymus	B240	B240.00	363434003	2000
288841011	Malignant neoplasm of thymus, heart and mediastinum	B24	B24..00	187881004	100
288802014	Malignant neoplasm of thyroid cartilage	B2133	B213300	187846001	1000
155624015	Malignant neoplasm of tibia	B3072	B307200	94099002	200
288435012	Malignant neoplasm of tongue NOS	B01z	B01z.00	363375006	2000
288433017	Malignant neoplasm of tongue, junctional zone	B015	B015.00	187644001	5
288419017	Malignant neoplasm of tongue, tip and lateral border	B012	B012.00	187637005	800
721361000006112	Malignant neoplasm of tonsillar fossa	B061	B061.00	363394001	3000
288486019	Malignant neoplasm of tonsillar pillar	B062	B062.00	187675005	500
721391000006116	Malignant neoplasm of trachea	B220	B220.00	363432004	1000
288811014	Malignant neoplasm of trachea NOS	B220z	B220z00	363432004	60
289262014	Malignant neoplasm of trigone of urinary bladder	B490	B490.00	188239000	900
289450012	Malignant neoplasm of trunk	B55y1	B55y100	1090311000000101	60
289257013	Malignant neoplasm of tunica vaginalis	B48y1	B48y100	188235006	10
2475564017	Malignant neoplasm of turbinate	B300B	B300B00	187830009	20
288787012	Malignant neoplasm of tympanic antrum	B2012	B201200	187836003	7
288784017	Malignant neoplasm of tympanic cavity	B2011	B201100	187835004	100
155641018	Malignant neoplasm of ulna	B3044	B304400	94112009	20
289348017	Malignant neoplasm of uncus	B5121	B512100	188290004	1
289223017	Malignant neoplasm of undescended testis	B470	B470.00	188219004	40
289234019	Malignant neoplasm of undescended testis NOS	B470z	B470z00	188219004	30
13793501000006118	Malignant neoplasm of unknown origin	^ESCT1379350		255052006	9
289561018	Malignant neoplasm of unspecified site	B59	B59..00	302817000	2000
289571016	Malignant neoplasm of unspecified site NOS	B59z	B59z.00	363346000	400
288454012	Malignant neoplasm of upper buccal sulcus	B0510	B051000	187659007	10
457110018	Malignant neoplasm of upper eyelid	B3311	B331100	313249007	500
720761000006115	Malignant neoplasm of upper gum	B030	B030.00	363383000	70
288460012	Malignant neoplasm of upper labial sulcus	B0512	B051200	187661003	7
289446017	Malignant neoplasm of upper limb NOS	B554	B554.00	363503004	70
288372017	Malignant neoplasm of upper lip, frenulum	B0021	B002100	187608006	5
288363013	Malignant neoplasm of upper lip, inner aspect	B002	B002.00	187606005	5
288377011	Malignant neoplasm of upper lip, inner aspect NOS	B002z	B002z00	187606005	2
288350019	Malignant neoplasm of upper lip, lipstick area	B0001	B000100	187601000	9
288364019	Malignant neoplasm of upper lip, mucosa	B0022	B002200	187606005	5
288362015	Malignant neoplasm of upper lip, oral aspect	B0023	B002300	187606005	9
1228504019	Malignant neoplasm of upper lip, vermilion border	B000	B000.00	363372009	30
288819011	Malignant neoplasm of upper lobe bronchus	B2220	B222000	187861000	4000
7850991000006113	Malignant neoplasm of upper lobe of left lung	^ESCTMA785099		724058006	70
288820017	Malignant neoplasm of upper lobe of lung	B2221	B222100	187862007	30000
403688010	Malignant neoplasm of upper lobe, bronchus or lung	B222	B222.00	269464000	30000
288821018	Malignant neoplasm of upper lobe, bronchus or lung NOS	B222z	B222z00	269464000	2000
7364151000006117	Malignant neoplasm of upper respiratory tract	^ESCTMA736415		449066004	4
288602012	Malignant neoplasm of upper third of oesophagus	B103	B103.00	187725002	1000
289142014	Malignant neoplasm of upper-inner quadrant of female breast	B342	B342.00	188152004	7000
289144010	Malignant neoplasm of upper-outer quadrant of female breast	B344	B344.00	188154003	30000
720951000006119	Malignant neoplasm of urachus	B497	B497.00	363456000	400
289276010	Malignant neoplasm of ureteric orifice	B496	B496.00	188245008	2000
289294016	Malignant neoplasm of ureteropelvic junction	B4A11	B4A1100	188253000	60
720991000006113	Malignant neoplasm of urethra	B4A3	B4A3.00	363459007	1000
1786811017	Malignant neoplasm of urinary bladder	B49	B49..00	399326009	400000
289281018	Malignant neoplasm of urinary bladder NOS	B49z	B49z.00	399326009	40000
292148012	Malignant neoplasm of urinary organ	Byu90	Byu9000	448233000	200
289199018	Malignant neoplasm of uterine adnexa	B44	B44..00	428322007	4000
289204012	Malignant neoplasm of uterine adnexa NOS	B44z	B44z.00	428322007	600
289166015	Malignant neoplasm of uterus	B40	B40..00	371973000	10000
721041000006111	Malignant neoplasm of uvula	B054	B054.00	363389001	500
289208010	Malignant neoplasm of vagina NOS	B450z	B450z00	363445000	300
289207017	Malignant neoplasm of vaginal vault	B4501	B450100	188209005	800
721481000006111	Malignant neoplasm of vallecula	B063	B063.00	363395000	200
155669014	Malignant neoplasm of ventral surface of tongue	B013	B013.00	94134006	200
288429012	Malignant neoplasm of ventral surface of tongue	B013z	B013z00	1090271000000101	90
288407013	Malignant neoplasm of vermilion border of lip unspecified	B00z	B00z.00	421249001	3
14467161000006111	Malignant neoplasm of vertebra	^ESCT1446716		1157067003	1
720341000006115	Malignant neoplasm of vertebral column	B302	B302.00	363438000	800
14505271000006110	Malignant neoplasm of vertebral column	^ESCT1450527		363438000	1
288888010	Malignant neoplasm of vertebral column NOS	B302z	B302z00	363438000	90
14467081000006119	Malignant neoplasm of vertebral column region	^ESCT1446708		1157063004	7
288453018	Malignant neoplasm of vestibule of mouth	B051	B051.00	187658004	10
288775017	Malignant neoplasm of vestibule of nose	B2003	B200300	187831008	40
155675017	Malignant neoplasm of visceral pleura	B231	B231.00	449308006	30
155677013	Malignant neoplasm of vomer	B300C	B300C00	94142007	5
288578017	Malignant neoplasm of Waldeyer's ring	B0z1	B0z1.00	187716008	5
288896017	Malignant neoplasm of xiphoid process	B3035	B303500	187927003	6
155681013	Malignant neoplasm of zygomatic bone	B3009	B300900	94145009	40
720451000006113	Malignant neoplasm other gallbladder/extrahepatic bile duct	B16y	B16y.00	363415003	200
720461000006110	Malignant neoplasm other spec digestive tract and peritoneum	B1zy	B1zy.00	255077007	40
720471000006115	Malignant neoplasm overlapping lesion of skin	B33X	B33X.00	109264009	40
720501000006110	Malignant neoplasm rectum,rectosigmoid junction and anus NOS	B14z	B14z.00	187760008	900
720531000006119	Malignant neoplasm skin other and unspec part of face NOS	B333z	B333z00	443136000	500
288964014	Malignant neoplasm soft tissues of cervical spine	B3105	B310500	187989003	100
288478019	Malignant neoplasm tonsil NOS	B060z	B060z00	363393007	4000
720571000006116	Malignant neoplasm, overlap lesion connective & soft tissue	B317	B317.00	188026007	20
288790018	Malignant neoplasm, overlapping lesion of accessory sinuses	B206	B206.00	187838002	7
1219537012	Malignant neoplasm, overlapping lesion of biliary tract	B163	B163.00	109847004	500
289280017	Malignant neoplasm, overlapping lesion of bladder	B49y0	B49y000	188247000	20
720561000006111	Malignant neoplasm, overlapping lesion of bone and articular cartilage of limbs	B309	B309.00	109348004	10
289147015	Malignant neoplasm, overlapping lesion of breast	B347	B347.00	188157005	100
289175018	Malignant neoplasm, overlapping lesion of cervix uteri	B412	B412.00	188180002	60
288670017	Malignant neoplasm, overlapping lesion of colon	B138	B138.00	187757001	80
4748911000006110	Malignant neoplasm, overlapping lesion of connective and soft tissue	^ESCTMA474891		188026007	10
1217367011	Malignant neoplasm, overlapping lesion of eye and adnexa	B508	B508.00	109948008	30
1219533011	Malignant neoplasm, overlapping lesion of floor of mouth	B042	B042.00	109830000	70
730001000006117	Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura	B25	B25..00	109384006	60
1217360013	Malignant neoplasm, overlapping lesion of hypopharynx	B084	B084.00	109368005	30
1219468014	Malignant neoplasm, overlapping lesion of larynx	B214	B214.00	109369002	20
719931000006113	Malignant neoplasm, overlapping lesion of major salivary glands	B023	B023.00	109824000	10
720591000006115	Malignant neoplasm, overlapping lesion of male genital organs	B48y2	B48y200	109874003	8
1219467016	Malignant neoplasm, overlapping lesion of nasopharynx	B074	B074.00	109367000	2
1215862010	Malignant neoplasm, overlapping lesion of oesophagus	B106	B106.00	109835005	200
1219538019	Malignant neoplasm, overlapping lesion of pancreas	B175	B175.00	109848009	20
1219540012	Malignant neoplasm, overlapping lesion of penis	B487	B487.00	109875002	10
1219535016	Malignant neoplasm, overlapping lesion of small intestine	B124	B124.00	109837002	200
1219534017	Malignant neoplasm, overlapping lesion of stomach	B117	B117.00	109836006	40
720021000006112	Malignant neoplasm/bones+articular cartilage/limb,unspfd	B30X	B30X.00	1090871000000102	90
720031000006110	Malignant neoplasm/overlap lesion/bone+articulr cartilage	B30W	B30W.00	109347009	5
720041000006117	Malignant neoplasm/overlapping lesion/feml genital organs	B45X	B45X.00	109878000	30
720051000006115	Malignant neoplasm/peripheral nerves of trunk,unspecified	B524X	B524X00	1090901000000102	9
720011000006116	Malignant neoplasm-pluriglandular involvement,unspecified	B54X	B54X.00	1090931000000108	2
881291000006118	Malignant neoplasms	BB02-99	BB02.99	86049000	3000
289566011	Malignant neoplasms of independent (primary) multiple sites	B592	B592.00	188478004	100
289849019	Malignant neoplasms of lymphoid and histiocytic tissue NOS	B62z	B62z.00	118600007	200
13957741000006118	Malignant nerve sheath neoplasm of peripheral nerve of abdomen	^ESCT1395774		866069006	1
13958151000006116	Malignant nerve sheath neoplasm of peripheral nerve of lower limb	^ESCT1395815		866097000	5
13958111000006117	Malignant nerve sheath neoplasm of peripheral nerve of upper limb	^ESCT1395811		866093001	2
4400311000006112	Malignant neuroendocrine neoplasm, epithelial	^ESCTMA440031		127575007	1
8041931000006112	Malignant neuroendocrine tumor	^ESCTMA804193		133531000119104	2
8041921000006114	Malignant neuroendocrine tumour	^ESCTMA804192		133531000119104	1000
3338941000006114	Malignant neurotropic melanoma	^ESCTMA333894		51757004	1
314201000006112	Malignant odontogenic tumour	BBZ2	BBZ2.00	26888009	30
7665481000006112	Malignant odontogenic tumour of upper jaw	^ESCTMA766548		710196003	20
6702751000006112	Malignant optic glioma	^ESCTMA670275		404664002	60
6246691000006111	Malignant orbital tumour	^ESCTMA624669		363462005	1
2660481000006118	Malignant osteoclastoma	^ESCTMA266048		10069009	1
315101000006118	Malignant paraganglioma	BBD1	BBD1.00	9903002	200
3634396017	Malignant perineurioma	^ESCT1168741		761958009	3
2815771000006111	Malignant peripheral nerve sheath tumour	^ESCTMA281577		19897006	10
6691671000006111	Malignant peripheral nerve sheath tumour	^ESCTMA669167		404037002	8
14729451000006112	Malignant perivascular epithelioid cell neoplasm	^ESCT1472945		1196998001	1
315251000006110	Malignant phaeochromocytoma	BBDA	BBDA.00	29370006	200
8009411000006119	Malignant phaeochromocytoma	^ESCTMA800941		21851000119103	9
5351621000006114	Malignant phyllodes tumor of breast	^ESCTMA535162		254844000	1
3928771000006112	Malignant phyllodes tumour	^ESCTMA392877		87913009	1
5351611000006118	Malignant phyllodes tumour of breast	^ESCTMA535161		254844000	100
5325451000006118	Malignant pineal germinoma	^ESCTMA532545		253079007	2
13924191000006119	Malignant pituitary blastoma	^ESCT1392419		816205008	1
289867014	Malignant plasma cell neoplasm, extramedullary plasmacytoma	B6300	B630000	188718006	1000
12222311000006112	Malignant pleural mesothelioma	^ESCT1222231		254645002	9
8038701000006112	Malignant poorly differentiated neuroendocrine carcinoma	^ESCTMA803870		123631000119103	6
6616731000006111	Malignant prostatic tumour	^ESCTMA661673		399068003	30
6246771000006117	Malignant retinal tumour	^ESCTMA624677		363465007	1
6245451000006112	Malignant retroperitoneal tumour	^ESCTMA624545		363420003	300
3852661000006118	Malignant rhabdoid tumour	^ESCTMA385266		83118000	7
14461831000006119	Malignant rhabdoid tumour	^ESCT1446183		1156418001	20
2549374014	Malignant sacral teratoma	B3065	B306500	416842003	200
5607901000006119	Malignant seminoma of mediastinum	^ESCTMA560790		278043000	7
5351881000006112	Malignant sex cord tumour of ovary	^ESCTMA535188		254860001	20
7535781000006118	Malignant sex cord tumour of testis	^ESCTMA753578		700488005	2
5349221000006111	Malignant skin tumour with apocrine differentiation	^ESCTMA534922		254726003	1
5348661000006111	Malignant skin tumour with eccrine differentiation	^ESCTMA534866		254707006	2
5324131000006119	Malignant squamous tumour	^ESCTMA532413		252988009	7
5325101000006111	Malignant stromal tumour	^ESCTMA532510		253048008	4
13490261000006116	Malignant teratoma	^ESCT1349026		189847002	20
2848551000006112	Malignant teratoma - intermediate	^ESCTMA284855		21912003	4
312041000006113	Malignant teratoma - undifferentiated	BBQ74	BBQ7400	83292005	500
109371000006115	Malignant teratoma of descended testis	B4711	B471100	417554000	2000
5607891000006118	Malignant teratoma of mediastinum	^ESCTMA560789		278042005	4
109381000006117	Malignant teratoma of testis	B47z-2	B47z.12	416769008	8000
2848541000006110	Malignant teratoma, intermediate	^ESCTMA284854		21912003	4
3567381000006110	Malignant teratoma, trophoblastic	^ESCTMA356738		65646006	6
3855431000006116	Malignant teratoma, undifferentiated	^ESCTMA385543		83292005	4
317611000006119	Malignant thymoma	BBB61	BBB6100	15949004	1000
7295011000006114	Malignant thymoma	^ESCTMA729501		444596001	100
6691761000006113	Malignant Triton tumour	^ESCTMA669176		404040002	2
6242761000006111	Malignant tumor	^ESCTMA624276		363346000	20
6245361000006115	Malignant tumor of ampulla of Vater	^ESCTMA624536		363417006	3
6243031000006113	Malignant tumor of anal canal	^ESCTMA624303		363352004	1
6245181000006111	Malignant tumor of appendix	^ESCTMA624518		363411007	4
6245201000006112	Malignant tumor of ascending colon	^ESCTMA624520		363412000	2
4750281000006114	Malignant tumor of bladder neck	^ESCTMA475028		188244007	1
5351501000006117	Malignant tumor of breast	^ESCTMA535150		254837009	30
6243091000006112	Malignant tumor of cervix	^ESCTMA624309		363354003	1
6246801000006115	Malignant tumor of choroid	^ESCTMA624680		363466008	3
6244991000006113	Malignant tumor of colon	^ESCTMA624499		363406005	40
12762201000006115	Malignant tumor of descending colon	^ESCT1276220		363409003	1
6245321000006114	Malignant tumor of extrahepatic bile duct	^ESCTMA624532		363416002	2
6246171000006118	Malignant tumor of fallopian tube	^ESCTMA624617		363444001	1
396531000006113	Malignant tumor of female genital organ	Byu71	Byu7100	363514001	90
12762191000006118	Malignant tumor of gallbladder	^ESCT1276219		363353009	4
6243911000006118	Malignant tumor of gum	^ESCTMA624391		363382005	2
12762161000006114	Malignant tumor of head of pancreas	^ESCT1276216		363419009	2
12762171000006119	Malignant tumor of hepatic flexure	^ESCT1276217		363407001	1
6247871000006111	Malignant tumor of intestine	^ESCTMA624787		363508008	1
6248191000006118	Malignant tumor of kidney	^ESCTMA624819		363518003	5
6245701000006115	Malignant tumor of larynx	^ESCTMA624570		363429002	3
4026511000006116	Malignant tumor of liver	^ESCTMA402651		93870000	1
11925881000006119	Malignant tumor of lung	^ESCT1192588		363358000	20
11918201000006112	Malignant tumor of mediastinum	^ESCT1191820		363494000	1
6243281000006119	Malignant tumor of middle ear	^ESCTMA624328		363359008	1
6247721000006115	Malignant tumor of oral cavity	^ESCTMA624772		363505006	3
6246121000006119	Malignant tumor of ovary	^ESCTMA624612		363443007	3
6245381000006113	Malignant tumor of pancreas	^ESCTMA624538		363418001	7
6247351000006111	Malignant tumor of peritoneum	^ESCTMA624735		363492001	3
6247821000006110	Malignant tumor of pharynx	^ESCTMA624782		363507003	2
6616721000006113	Malignant tumor of prostate	^ESCTMA661672		399068003	40
6244781000006113	Malignant tumor of pyriform fossa	^ESCTMA624478		363401000	2
12762151000006112	Malignant tumor of rectum	^ESCT1276215		363351006	20
6245151000006115	Malignant tumor of sigmoid colon	^ESCTMA624515		363410008	10
6247971000006117	Malignant tumor of small bowel	^ESCTMA624797		363509000	4
11925581000006117	Malignant tumor of small intestine	^ESCT1192558		363509000	1
6246901000006114	Malignant tumor of spinal cord	^ESCTMA624690		363475005	1
6245231000006116	Malignant tumor of splenic flexure	^ESCTMA624523		363413005	3
12762141000006110	Malignant tumor of stomach	^ESCT1276214		363349007	2
6243861000006111	Malignant tumor of submandibular gland	^ESCTMA624386		363380002	1
4747371000006115	Malignant tumor of tail of pancreas	^ESCTMA474737		187792009	1
6246241000006117	Malignant tumor of testis	^ESCTMA624624		363449006	3
12762121000006115	Malignant tumor of thyroid gland	^ESCT1276212		363478007	1
12762131000006117	Malignant tumor of tonsil	^ESCT1276213		363393007	2
6245081000006110	Malignant tumor of transverse colon	^ESCTMA624508		363408006	2
5355201000006117	Malignant tumor of unknown origin	^ESCTMA535520		255052006	1
12762111000006111	Malignant tumor of ureter	^ESCT1276211		363458004	2
6620971000006117	Malignant tumor of urinary bladder	^ESCTMA662097		399326009	10
6362351000006113	Malignant tumor of uterus	^ESCTMA636235		371973000	1
6247141000006111	Malignant tumor of vocal cord	^ESCTMA624714		363486007	1
3944831000006111	Malignant tumor, spindle cell type	^ESCTMA394483		88897007	1
6242751000006114	Malignant tumour	^ESCTMA624275		363346000	100
3944851000006116	Malignant tumour - fusiform cell type	^ESCTMA394485		88897007	1
3865801000006115	Malignant tumour - giant cell type	^ESCTMA386580		83950009	6
312071000006117	Malignant tumour - small cell type	BB08	BB08.00	82267002	2000
3944861000006119	Malignant tumour - spindle cell type	^ESCTMA394486		88897007	90
313691000006118	Malignant tumour - uncertain whether primary or metastatic	BB04	BB04.00	6219000	1000
5355231000006113	Malignant tumour - unknown primary	^ESCTMA535523		255052006	10
4746491000006110	Malignant tumour aryepiglottic fold - hypopharyngeal aspect	^ESCTMA474649		187708004	50
317901000006110	Malignant tumour cells	BB07	BB07.00	88400008	1000
6327351000006117	Malignant tumour involving an organ by direct extension from bladder	^ESCTMA632735		369594008	1
6327431000006117	Malignant tumour involving an organ by direct extension from prostate	^ESCTMA632743		369598006	1
6327511000006112	Malignant tumour involving an organ by separate metastasis from bladder	^ESCTMA632751		369602008	3
6327531000006118	Malignant tumour involving an organ by separate metastasis from endometrium	^ESCTMA632753		369603003	10
6327571000006115	Malignant tumour involving an organ by separate metastasis from ovary	^ESCTMA632757		369605005	10
6327591000006119	Malignant tumour involving an organ by separate metastasis from prostate	^ESCTMA632759		369606006	5
6327631000006119	Malignant tumour involving an organ by separate metastasis from uterus	^ESCTMA632763		369608007	3
6325011000006113	Malignant tumour involving bladder by direct extension from prostate	^ESCTMA632501		369472002	1
6325851000006118	Malignant tumour involving left fallopian tube by direct extension from ovary	^ESCTMA632585		369516006	2
6325291000006111	Malignant tumour involving prostate by separate metastasis from bladder	^ESCTMA632529		369486003	1
6324621000006110	Malignant tumour involving rectum by direct extension from uterine cervix	^ESCTMA632462		369452007	30
6324741000006114	Malignant tumour involving rectum by separate metastasis from prostate	^ESCTMA632474		369458006	1
6326131000006112	Malignant tumour involving right ovary by direct extension from fallopian tube	^ESCTMA632613		369532009	7
6325351000006111	Malignant tumour involving seminal vesicle by direct extension from prostate	^ESCTMA632535		369490001	5
6324831000006112	Malignant tumour involving ureter by direct extension from bladder	^ESCTMA632483		369463005	3
6327071000006112	Malignant tumour involving vagina by direct extension from uterine cervix	^ESCTMA632707		369580007	9
3898841000006110	Malignant tumour morphology	^ESCTMA389884		86049000	2
4751171000006111	Malignant tumour of abdomen	^ESCTMA475117		188366002	1
4746661000006117	Malignant tumour of abdominal part of oesophagus	^ESCTMA474666		187724003	10
4746261000006115	Malignant tumour of adenoid	^ESCTMA474626		187694000	100
289406011	Malignant tumour of adrenal gland	B540z	B540z00	363355002	500
6243151000006119	Malignant tumour of adrenal gland	^ESCTMA624315		363355002	5
6243921000006114	Malignant tumour of alveolar mucosa	^ESCTMA624392		363382005	5
6245351000006117	Malignant tumour of ampulla of Vater	^ESCTMA624535		363417006	600
155076015	Malignant tumour of anal canal	B142	B142.00	363352004	20000
5346521000006117	Malignant tumour of anorectal junction	^ESCTMA534652		254586002	60
5345571000006112	Malignant tumour of anterior commissure	^ESCTMA534557		254509006	2
4745711000006119	Malignant tumour of anterior floor of mouth	^ESCTMA474571		187652003	30
725811000006116	Malignant tumour of anterior pillar of fauces	B0621	B062100	254459004	8
5344701000006111	Malignant tumour of anterior tonsillar pillar	^ESCTMA534470		254459004	1
6243291000006116	Malignant tumour of anterior two-thirds of tongue	^ESCTMA624329		363360003	2
4745551000006110	Malignant tumour of anterior two-thirds of tongue - dorsal surface	^ESCTMA474555		187634003	3
288561014	Malignant tumour of anterior wall of nasopharynx	B073z	B073z00	187700006	1
288685011	Malignant tumour of anus	B143	B143.00	363490009	8000
5355801000006118	Malignant tumour of anus and anal canal	^ESCTMA535580		255083005	200
6245171000006113	Malignant tumour of appendix	^ESCTMA624517		363411007	1000
727321000006111	Malignant tumour of ascending colon	B136	B136.00	363412000	20000
289435015	Malignant tumour of axilla	B5510	B551000	363502009	500
727381000006110	Malignant tumour of base of tongue	B010	B010.00	363376007	10000
6243671000006115	Malignant tumour of base of tongue	^ESCTMA624367		363376007	200
6245291000006117	Malignant tumour of biliary tract	^ESCTMA624529		363415003	400
4750191000006115	Malignant tumour of bladder dome	^ESCTMA475019		188240003	1
4750271000006111	Malignant tumour of bladder neck	^ESCTMA475027		188244007	400
4747311000006112	Malignant tumour of body of pancreas	^ESCTMA474731		187791002	400
4750011000006114	Malignant tumour of body of penis	^ESCTMA475001		188230001	200
4747101000006111	Malignant tumour of body of stomach	^ESCTMA474710		187742008	200
6362301000006114	Malignant tumour of body of uterus	^ESCTMA636230		371972005	4
292137017	Malignant tumour of breast	Byu6	Byu6.00	254837009	50000
6247391000006117	Malignant tumour of bronchus	^ESCTMA624739		363493006	40
6244141000006118	Malignant tumour of buccal mucosa	^ESCTMA624414		363386008	400
6242891000006114	Malignant tumour of caecum	^ESCTMA624289		363350007	7000
4746881000006114	Malignant tumour of cardia	^ESCTMA474688		187732006	300
4746581000006111	Malignant tumour of cervical part of oesophagus	^ESCTMA474658		187722004	5
543481000006111	Malignant tumour of cervix	B41-1	B41..11	363354003	30000
