medcodeid	desc	snomedctconceptid	coding_system	cancertype	blood_cancertype	ca_of_interest	recurrent_ca	secondary_ca	history_ca	aurum_stage_grade
157692010	Nodular lymphoma of lymph nodes of multiple sites	95192000	Aurum	haematological	lymphoma	1				
157693017	Nodular lymphoma of spleen	95193005	Aurum	haematological	lymphoma	1				
2849381000006116	Lymphoma	21964009	Aurum	haematological	lymphoma	1				
4309351000006113	Lymphoma	118600007	Aurum	haematological	lymphoma	1				
50949017	Lymphoma stage I	30440004	Aurum	haematological	lymphoma	1				1
110346017	Lymphoma stage IV	66445009	Aurum	haematological	lymphoma	1				1
126918018	Lymphoma stage II	76422004	Aurum	haematological	lymphoma	1				1
207325017	T-cell lymphoma	109978004	Aurum	haematological	lymphoma	1				
215912012	[M]Malignant lymphoma, small cleaved cell, diffuse	115244002	Aurum	haematological	lymphoma	1				
215913019	Hodgkin lymphoma, lymphocyte depletion	112687003	Aurum	haematological	lymphoma	1				
215914013	Hodgkin lymphoma, nodular sclerosis	52248008	Aurum	haematological	lymphoma	1				
287029018	Burkitt lymphoma co-occurrent with human immunodeficiency virus infection	713897006	Aurum	haematological	lymphoma	1				
288182013	[X]HIV disease resulting in other non-Hodgkin's lymphoma	442537007	Aurum	haematological	lymphoma	1				
289602015	Burkitt's lymphoma of unspecified site	118617000	Aurum	haematological	lymphoma	1				
289612010	Burkitt's lymphoma NOS	118617000	Aurum	haematological	lymphoma	1				
289717011	Nodular lymphoma of unspecified site	269476000	Aurum	haematological	lymphoma	1				
289726014	Nodular lymphoma NOS	269476000	Aurum	haematological	lymphoma	1				
289799010	Diffuse non-Hodgkin's small cell (diffuse) lymphoma	188674006	Aurum	haematological	lymphoma	1				
289801013	Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma	188675007	Aurum	haematological	lymphoma	1				
289813015	Other types of follicular non-Hodgkin's lymphoma	308121000	Aurum	haematological	lymphoma	1				
289820010	Malignant lymphoma (clinical)	118600007	Aurum	haematological	lymphoma	1				
289829011	Malignant lymphoma NOS	118600007	Aurum	haematological	lymphoma	1				
289830018	Malignant lymphoma NOS of unspecified site	118600007	Aurum	haematological	lymphoma	1				
291887011	[M]Lymphomas, NOS or diffuse	414628006	Aurum	haematological	lymphoma	1				
291891018	[M]Malignant lymphoma, diffuse NOS	115244002	Aurum	haematological	lymphoma	1				
291892013	[M]Malignant lymphoma, undifferentiated cell type NOS	115244002	Aurum	haematological	lymphoma	1				
291900014	[M]Malignant lymphoma, centroblastic-centrocytic, diffuse	115244002	Aurum	haematological	lymphoma	1				
291902018	[M]Malignant lymphoma, follicular centre cell NOS	115244002	Aurum	haematological	lymphoma	1				
291903011	[M]Malignant lymphoma, lymphocytic, well differentiated NOS	115244002	Aurum	haematological	lymphoma	1				
291905016	[M]Malignant lymphoma, centrocytic	115244002	Aurum	haematological	lymphoma	1				
291907012	[M]Malignant lymphoma, follicular centre cell, cleaved NOS	115244002	Aurum	haematological	lymphoma	1				
291910017	[M]Malignant lymphoma, centroblastic type NOS	115244002	Aurum	haematological	lymphoma	1				
291913015	[M]Malignant lymphomatous polyposis	74654000	Aurum	haematological	lymphoma	1				
291914014	[M]Malignant lymphoma, large cell, cleaved, diffuse	115244002	Aurum	haematological	lymphoma	1				
291932014	Hodgkin lymphoma, lymphocyte-rich	128799007	Aurum	haematological	lymphoma	1				
291933016	Hodgkin lymphoma, nodular sclerosis, grade 1	45572000	Aurum	haematological	lymphoma	1				1
291953017	[M]Lymphoma, nodular or follicular NOS	414628006	Aurum	haematological	lymphoma	1				
291963013	Non-Hodgkin lymphoma (category)	128929007	Aurum	haematological	lymphoma	1				
292083014	[M]Monocytoid B-cell lymphoma	128803008	Aurum	haematological	lymphoma	1				
292170010	[X]Other types of follicular non-Hodgkin's lymphoma	308121000	Aurum	haematological	lymphoma	1				
292173012	[X]Other types of diffuse non-Hodgkin's lymphoma	109962001	Aurum	haematological	lymphoma	1				
292174018	[X]Other specified types of non-Hodgkin's lymphoma	118601006	Aurum	haematological	lymphoma	1				
292193016	[X]Unspecified B-cell non-Hodgkin's lymphoma	1091921000000103	Aurum	haematological	lymphoma	1				
403759017	[M]Malignant lymphoma, mixed lymphocytic-histiocytic NOS	115244002	Aurum	haematological	lymphoma	1				
403761014	[M]Malignant lymphoma, nodular NOS	115244002	Aurum	haematological	lymphoma	1				
444799014	Diffuse non-Hodgkin's centroblastic lymphoma	302842009	Aurum	haematological	lymphoma	1				
1219545019	Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma	109966003	Aurum	haematological	lymphoma	1				
1220814017	[M]AngiocentricT-cell lymphoma	128805001	Aurum	haematological	lymphoma	1				
1220820016	[M]True histiocytic lymphoma	128813000	Aurum	haematological	lymphoma	1				
1222219012	[M]Lymphocytic lymphoma NOS	115244002	Aurum	haematological	lymphoma	1				
1222221019	[M]Lymphoblastic lymphoma NOS	115244002	Aurum	haematological	lymphoma	1				
1222289015	[M]Malignant lymphoma, lymphoplasmacytoid type	19340000	Aurum	haematological	lymphoma	1				
1225763012	[M] Cutaneous lymphoma	28054005	Aurum	haematological	lymphoma	1				
1229648010	[M]Malignant lymphoma, centroblastic type, follicular	40411000	Aurum	haematological	lymphoma	1				
1230392016	[M]Malignant lymphoma, large cell, diffuse NOS	46732000	Aurum	haematological	lymphoma	1				
1230828016	[M]Malignant lymphoma, mixed small and large cell, diffuse	50102004	Aurum	haematological	lymphoma	1				
1232576019	[M]Malignant lymphoma, small lymphocytic NOS	64575004	Aurum	haematological	lymphoma	1				
1234197011	[M]Malignant lymphoma, immunoblastic type	450958009	Aurum	haematological	lymphoma	1				
2534467019	Extranodal NK/T-cell lymphoma, nasal type	414166008	Aurum	haematological	lymphoma	1				
2659756011	Peripheral T-cell lymphoma	109977009	Aurum	haematological	lymphoma	1				
2663190016	Burkitt's lymphoma	118617000	Aurum	haematological	lymphoma	1				
2663377018	Hodgkin lymphoma, lymphocyte-rich	118607005	Aurum	haematological	lymphoma	1				
2839871014	Non-Hodgkin lymphoma	118601006	Aurum	haematological	lymphoma	1				
2870724014	Lymphocyte-rich classical Hodgkin lymphoma	118607005	Aurum	haematological	lymphoma	1				
2870725010	Mediastinal (thymic) large B-cell lymphoma	444910004	Aurum	haematological	lymphoma	1				
2872133010	Subcutaneous panniculitis-like T-cell lymphoma	404133000	Aurum	haematological	lymphoma	1				
3635400012	Classical Hodgkin lymphoma	762691001	Aurum	haematological	lymphoma	1				
304151000006118	Monocytoid B-cell lymphoma	128803008	Aurum	haematological	lymphoma	1				
304721000006111	Adenolymphoma	20776008	Aurum	haematological	lymphoma	1				
309181000006110	[M]Giant follicular lymphoma	115244002	Aurum	haematological	lymphoma	1				
311431000006119	[M]Lymphoma NOS	21964009	Aurum	haematological	lymphoma	1				
311461000006111	Malignant lymphoma, follicular AND/OR nodular	115245001	Aurum	haematological	lymphoma	1				
311561000006112	[M]Malignant lymphoma, follicular centre cell, cleaved, follicular	115244002	Aurum	haematological	lymphoma	1				
311571000006117	[M]Malignant lymphoma, lymphocytic, intermediate differentiation, nodular	115244002	Aurum	haematological	lymphoma	1				
311601000006112	[M]Malignant lymphoma, follicular centre cell, non-cleaved NOS	115244002	Aurum	haematological	lymphoma	1				
311611000006110	[M]Malignant lymphoma, lymphocytic, intermediate differentiation NOS	115244002	Aurum	haematological	lymphoma	1				
311621000006119	[M]Malignant lymphoma, lymphocytic, well differentiated, nodular	115244002	Aurum	haematological	lymphoma	1				
311641000006114	[M]Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse	74654000	Aurum	haematological	lymphoma	1				
311671000006118	Malignant lymphoma	21964009	Aurum	haematological	lymphoma	1				
311801000006113	[M]Malignant lymphoma, large cell, noncleaved, diffuse	115244002	Aurum	haematological	lymphoma	1				
311811000006111	[M]Malignant lymphoma, lymphocytic, poorly differentiated NOS	115244002	Aurum	haematological	lymphoma	1				
311871000006119	[M]Malignant lymphoma, non-Hodgkin's type	1929004	Aurum	haematological	lymphoma	1				
311881000006116	[M]Malignant lymphoma, small cell, noncleaved, diffuse	115244002	Aurum	haematological	lymphoma	1				
311911000006116	[M]Malignant lymphoma, stem cell type	189962004	Aurum	haematological	lymphoma	1				
314061000006117	[M]Non-Hodgkin's lymphoma	1929004	Aurum	haematological	lymphoma	1				
400011000006119	[X]Non-Hodgkin's lymphoma NOS	118601006	Aurum	haematological	lymphoma	1				
404441000006117	[X]Oth and unspecif peripheral & cutaneous T-cell lymphomas	277613000	Aurum	haematological	lymphoma	1				
587201000006115	Non-Hodgkin's lymphoma	118601006	Aurum	haematological	lymphoma	1				
621041000006116	Diffuse non-Hodgkin's mixed small and large cell (diffuse) lymphoma	188676008	Aurum	haematological	lymphoma	1				
621091000006113	Diffuse non-Hodgkin's lymphoma, unspecified	109962001	Aurum	haematological	lymphoma	1				
728721000006111	Malignant lymphoma	118600007	Aurum	haematological	lymphoma	1				
763421000006116	Follicular lymphoma NOS	308121000	Aurum	haematological	lymphoma	1				
825721000006115	Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection	442537007	Aurum	haematological	lymphoma	1				
826681000006115	Hodgkin lymphoma, nodular lymphocyte predominance (clinical)	118605002	Aurum	haematological	lymphoma	1				
845051000006111	Staging classification for lymphoma	106252000	Aurum	haematological	lymphoma	1				
853831000006113	Non hodgkin lymphoma	853831000006109	Aurum	haematological	lymphoma	1				
1668101000000112	Diffuse non-Hodgkin's large cell lymphoma	109969005	Aurum	haematological	lymphoma	1				
1814951000006115	HIV disease resulting in other types of non-Hodgkin lymphoma	442537007	Aurum	haematological	lymphoma	1				
1815001000006119	[X]HIV disease resulting in other non-Hodgkin lymphoma	442537007	Aurum	haematological	lymphoma	1				
1815031000006110	Hodgkin lymphoma	118599009	Aurum	haematological	lymphoma	1				
1815051000006115	Nodular sclerosis classical Hodgkin lymphoma	118608000	Aurum	haematological	lymphoma	1				
1815061000006118	Mixed cellularity classical Hodgkin lymphoma	118609008	Aurum	haematological	lymphoma	1				
1815071000006113	Lymphocyte depleted classical Hodgkin lymphoma	118610003	Aurum	haematological	lymphoma	1				
1815091000006114	Other classical Hodgkin lymphoma	118599009	Aurum	haematological	lymphoma	1				
1815151000006116	Follicular lymphoma	308121000	Aurum	haematological	lymphoma	1				
1815231000006117	Other types of follicular lymphoma	308121000	Aurum	haematological	lymphoma	1				
1815301000006117	Cutaneous/peripheral T-cell lymphoma	277613000	Aurum	haematological	lymphoma	1				
1815321000006110	Anaplastic large cell lymphoma, ALK negative	448212009	Aurum	haematological	lymphoma	1				
1815331000006113	Cutaneous T-cell lymphoma	400122007	Aurum	haematological	lymphoma	1				
1815371000006111	Enteropathy-type (intestinal) T-cell lymphoma	277654008	Aurum	haematological	lymphoma	1				
1815431000006118	Other mature T/NK-cell lymphoma	277613000	Aurum	haematological	lymphoma	1				
1815451000006113	Nonfollicular lymphoma	109962001	Aurum	haematological	lymphoma	1				
1815491000006119	Other non-follicular lymphoma	118601006	Aurum	haematological	lymphoma	1				
2168331000000117	HIV disease resulting in Burkitt lymphoma	713897006	Aurum	haematological	lymphoma	1				
2168431000000112	Hodgkin lymphoma, nodular lymphocyte predominance (clinical)	118605002	Aurum	haematological	lymphoma	1				
2168691000000110	Lymphoblastic (diffuse) lymphoma	109965004	Aurum	haematological	lymphoma	1				
2168861000000117	Non-follicular lymphoma	118601006	Aurum	haematological	lymphoma	1				
2266791000000118	No FH of non-Hodgkin lymphoma	878461000000100	Aurum	haematological	lymphoma	1				
2511731000006112	Angioimmunoblastic T-cell lymphoma	835009	Aurum	haematological	lymphoma	1				
2529491000006110	Malignant lymphoma, non-Hodgkin	1929004	Aurum	haematological	lymphoma	1				
2529511000006116	Non-Hodgkin's lymphoma	1929004	Aurum	haematological	lymphoma	1				
2549571000006110	Peripheral T-cell lymphoma	3172003	Aurum	haematological	lymphoma	1				
2549621000006113	T-cell lymphoma	3172003	Aurum	haematological	lymphoma	1				
2707081000006115	Orbital lymphoma	13048006	Aurum	haematological	lymphoma	1				
2730231000006116	Hodgkin lymphoma	14537002	Aurum	haematological	lymphoma	1				
2734791000000113	Cutaneous follicle centre lymphoma	1091861000000100	Aurum	haematological	lymphoma	1				
2734841000000110	B-cell Hodgkin's lymphoma	1091891000000106	Aurum	haematological	lymphoma	1				
2806901000006114	Malignant lymphoma, lymphoplasmacytic	19340000	Aurum	haematological	lymphoma	1				
2813671000006117	Pseudolymphoma	19750001	Aurum	haematological	lymphoma	1				
2830401000006111	Papillary cystadenoma lymphomatosum	20776008	Aurum	haematological	lymphoma	1				
2950311000006114	Cutaneous T-cell lymphoma	28054005	Aurum	haematological	lymphoma	1				
3129111000006110	Hodgkin lymphoma, nodular sclerosis, cellular phase	39086001	Aurum	haematological	lymphoma	1				
3150381000006111	Follicular lymphoma, grade 3	40411000	Aurum	haematological	lymphoma	1				1
3169161000006115	Hodgkin lymphoma, mixed cellularity	41529000	Aurum	haematological	lymphoma	1				
3208271000006111	Hodgkin lymphoma, nodular sclerosis, grade 2	43985008	Aurum	haematological	lymphoma	1				1
3254991000006117	Malignant lymphoma, large B-cell, diffuse	46732000	Aurum	haematological	lymphoma	1				
3255181000006119	Diffuse large B-cell lymphoma	46732000	Aurum	haematological	lymphoma	1				
3327941000006113	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma	51092000	Aurum	haematological	lymphoma	1				
3327951000006110	B-cell chronic lymphocytic leukaemia/small lymphocytic lymphoma	51092000	Aurum	haematological	lymphoma	1				
3347001000006113	Classical Hodgkin lymphoma, nodular sclerosis	52248008	Aurum	haematological	lymphoma	1				
3363281000006114	Anaplastic large cell lymphoma	53237008	Aurum	haematological	lymphoma	1				
3393051000006113	Follicular lymphoma, grade 2	55020008	Aurum	haematological	lymphoma	1				1
3395251000006115	Follicular lymphoma	55150002	Aurum	haematological	lymphoma	1				
3550221000006113	Malignant lymphoma, small lymphocytic	64575004	Aurum	haematological	lymphoma	1				
3648221000006118	Hodgkin lymphoma, nodular lymphocyte predominance	70600005	Aurum	haematological	lymphoma	1				
3713291000006112	Mantle cell lymphoma	74654000	Aurum	haematological	lymphoma	1				
3758721000006116	Burkitt lymphoma	77381001	Aurum	haematological	lymphoma	1				
4016391000006114	Malignant lymphoma of extranodal AND/OR solid organ site	93199007	Aurum	haematological	lymphoma	1				
4052681000006110	Nodular lymphoma of extranodal AND/OR solid organ site	95194004	Aurum	haematological	lymphoma	1				
4172251000006113	Lymphoblastic lymphoma	109965004	Aurum	haematological	lymphoma	1				
4172261000006110	Malignant lymphoma - lymphoblastic	109965004	Aurum	haematological	lymphoma	1				
4172461000006111	Diffuse malignant lymphoma - large cell	109969005	Aurum	haematological	lymphoma	1				
4172471000006116	Malignant lymphoma - large cell cleaved and non-cleaved	109969005	Aurum	haematological	lymphoma	1				
4172481000006118	Diffuse non-Hodgkin's lymphoma, large cell	109969005	Aurum	haematological	lymphoma	1				
4172491000006115	Diffuse non-Hodgkin lymphoma, large cell	109969005	Aurum	haematological	lymphoma	1				
4172501000006111	Lymphoma, diffuse large B cell, non Hodgkins	109969005	Aurum	haematological	lymphoma	1				
4172561000006112	Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (clinical)	109971005	Aurum	haematological	lymphoma	1				
4172591000006116	Follicular lymphoma grade 2	109971005	Aurum	haematological	lymphoma	1				1
4172601000006112	Follicular non-Hodgkin's lymphoma, large cell (clinical)	109972003	Aurum	haematological	lymphoma	1				
4172741000006115	B-cell lymphoma	109979007	Aurum	haematological	lymphoma	1				
4255921000006118	Malignant lymphoma - category	115244002	Aurum	haematological	lymphoma	1				
4309281000006110	Malignant Hodgkin's lymphoma	118599009	Aurum	haematological	lymphoma	1				
4309311000006112	Lymphoma, Hodgkins	118599009	Aurum	haematological	lymphoma	1				
4309371000006115	Malignant lymphoma, non-Hodgkin's type	118601006	Aurum	haematological	lymphoma	1				
4309391000006119	NHL - Non-Hodgkin's lymphoma	118601006	Aurum	haematological	lymphoma	1				
4309411000006119	Non-Hodgkin lymphoma	118601006	Aurum	haematological	lymphoma	1				
4309481000006114	Hodgkin lymphoma, nodular lymphocyte predominance	118605002	Aurum	haematological	lymphoma	1				
4309981000006116	Burkitt's lymphoma (clinical)	118617000	Aurum	haematological	lymphoma	1				
4310011000006116	Burkitt's type malignant lymphoma - undifferentiated	118617000	Aurum	haematological	lymphoma	1				
4395121000006117	Malignant lymphoma of lymph nodes	127220001	Aurum	haematological	lymphoma	1				
4415581000006115	Mediastinal large B-cell lymphoma	128801005	Aurum	haematological	lymphoma	1				
4415611000006111	Splenic marginal zone lymphoma	128802003	Aurum	haematological	lymphoma	1				
4415631000006117	Marginal zone B-cell lymphoma	128803008	Aurum	haematological	lymphoma	1				
4415651000006112	Nodal marginal zone lymphoma	128803008	Aurum	haematological	lymphoma	1				
4415681000006116	Marginal zone lymphoma	128803008	Aurum	haematological	lymphoma	1				
4415691000006118	MALT lymphoma	128803008	Aurum	haematological	lymphoma	1				
4415761000006117	NK/T-cell lymphoma, nasal and nasal-type	128805001	Aurum	haematological	lymphoma	1				
4418791000006115	Cutaneous pseudolymphoma	128862000	Aurum	haematological	lymphoma	1				
4420171000006114	Hodgkin lymphoma (category)	128930002	Aurum	haematological	lymphoma	1				
4757371000006118	Malignant lymphoma, stem cell type	189962004	Aurum	haematological	lymphoma	1				
5141671000006119	Lymphomatoid granulomatosis	239940004	Aurum	haematological	lymphoma	1				
5393581000006115	Lymphomatous nodal involvement	258283002	Aurum	haematological	lymphoma	1				
5567561000006118	Mantle zone lymphoma	274905008	Aurum	haematological	lymphoma	1				
5602351000006117	Follicular malignant lymphoma - mixed cell type	277624003	Aurum	haematological	lymphoma	1				
5602371000006110	Follicular malignant lymphoma - small cleaved cell	277625002	Aurum	haematological	lymphoma	1				
5602571000006115	Follicular malignant lymphoma - large cell	277641001	Aurum	haematological	lymphoma	1				
5911971000006118	Lymphocytic lymphoma	302841002	Aurum	haematological	lymphoma	1				
5912001000006115	Small lymphocytic lymphoma	302841002	Aurum	haematological	lymphoma	1				
5971031000006111	Primary central nervous system lymphoma	307649006	Aurum	haematological	lymphoma	1				
5971051000006116	Primary CNS lymphoma	307649006	Aurum	haematological	lymphoma	1				
5975501000006113	Follicular non-Hodgkin lymphoma	308121000	Aurum	haematological	lymphoma	1				
6051551000006117	B-cell lymphoma morphology	314922006	Aurum	haematological	lymphoma	1				
6051601000006115	High grade T-cell lymphoma morphology	314927000	Aurum	haematological	lymphoma	1				1
6330971000006113	Low grade (lymphoma)	369766003	Aurum	haematological	lymphoma	1				1
6330981000006111	Low grade (lymphoma grade)	369766003	Aurum	haematological	lymphoma	1				1
6330991000006114	Low grade lymphoma	369766003	Aurum	haematological	lymphoma	1				1
6331011000006113	High grade (lymphoma grade)	369767007	Aurum	haematological	lymphoma	1				1
6331021000006117	High grade lymphoma	369767007	Aurum	haematological	lymphoma	1				1
6585691000006116	Cutaneous T-cell lymphoma, large cell, CD30-positive	397352006	Aurum	haematological	lymphoma	1				
6585711000006118	Lymphomatoid papulosis	397353001	Aurum	haematological	lymphoma	1				
6635091000006114	CTCL - Cutaneous T-cell lymphoma	400122007	Aurum	haematological	lymphoma	1				
6671201000006113	Primary cutaneous large T-cell lymphoma	402880009	Aurum	haematological	lymphoma	1				
6671211000006111	Primary cutaneous B-cell lymphoma	402881008	Aurum	haematological	lymphoma	1				
6692641000006112	Lymphomatoid papulosis type A (CD-30 positive type)	404103007	Aurum	haematological	lymphoma	1				
6692681000006118	Lymphomatoid papulosis type C (anaplastic large-cell lymphoma-like)	404105000	Aurum	haematological	lymphoma	1				
6692731000006111	Patch/plaque stage cutaneous T-cell lymphoma	404107008	Aurum	haematological	lymphoma	1				
6692811000006114	Lymphomatoid papulosis-associated mycosis fungoides	404111002	Aurum	haematological	lymphoma	1				
6693141000006114	CD-30 positive pleomorphic large T-cell cutaneous lymphoma	404126000	Aurum	haematological	lymphoma	1				
6693151000006111	CD-30 positive T-immunoblastic cutaneous lymphoma	404127009	Aurum	haematological	lymphoma	1				
6693161000006113	CD-30 negative cutaneous T-cell lymphoma	404128004	Aurum	haematological	lymphoma	1				
6693171000006118	CD-30 negative anaplastic large T-cell cutaneous lymphoma	404129007	Aurum	haematological	lymphoma	1				
6693231000006110	Anaplastic large T-cell systemic malignant lymphoma	404134006	Aurum	haematological	lymphoma	1				
6693321000006117	Small lymphocytic B-cell lymphoma involving skin	404138009	Aurum	haematological	lymphoma	1				
6693351000006114	Primary cutaneous marginal zone B-cell lymphoma	404140004	Aurum	haematological	lymphoma	1				
6693411000006115	Primary cutaneous follicular centre B-cell lymphoma	404143002	Aurum	haematological	lymphoma	1				
6693471000006112	Primary cutaneous diffuse large cell B-cell lymphoma	404144008	Aurum	haematological	lymphoma	1				
6693501000006117	Follicular centre B-cell lymphoma (nodal/systemic with skin involvement)	404147001	Aurum	haematological	lymphoma	1				
6693531000006113	Diffuse large B-cell lymphoma (nodal/systemic with skin involvement)	404148006	Aurum	haematological	lymphoma	1				
6693561000006116	Mantle cell B-cell lymphoma (nodal/systemic with skin involvement)	404150003	Aurum	haematological	lymphoma	1				
6853311000006112	Angiocentric T-cell lymphoma	414166008	Aurum	haematological	lymphoma	1				
6864501000006112	Mucosa-associated lymphoid tissue (MALT) lymphoma of orbit	414780005	Aurum	haematological	lymphoma	1				
6940861000006118	Primary cutaneous follicle centre cell lymphoma	419662008	Aurum	haematological	lymphoma	1				
6940871000006113	Primary cutaneous follicle center cell lymphoma	419662008	Aurum	haematological	lymphoma	1				
6955611000006112	Malignant lymphoma of the eye region	420519005	Aurum	haematological	lymphoma	1				
6968461000006113	Precursor T-cell lymphoblastic lymphoma	421246008	Aurum	haematological	lymphoma	1				
6990431000006117	Adenolymphoma	422470007	Aurum	haematological	lymphoma	1				
6997041000006117	Lymphoma of retroperitoneal space	422853008	Aurum	haematological	lymphoma	1				
7053651000006116	Hodgkin's lymphoma in remission	426071002	Aurum	haematological	lymphoma	1				
7069581000006116	Lymphoma in remission	427141003	Aurum	haematological	lymphoma	1				
7079691000006114	History of B-cell lymphoma	427846005	Aurum	haematological	lymphoma	1			1	
7082631000006111	History of non-Hodgkins lymphoma	428046009	Aurum	haematological	lymphoma	1			1	
7295021000006118	Mucosa-associated lymphoid tissue (MALT) lymphoma of stomach	444597005	Aurum	haematological	lymphoma	1				
7305431000006117	Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma)	445269007	Aurum	haematological	lymphoma	1				
7315981000006111	Lymphomatous infiltration	445925008	Aurum	haematological	lymphoma	1				
7334771000006117	Marginal zone lymphoma	447100004	Aurum	haematological	lymphoma	1				
7348441000006114	Non-Hodgkin's lymphoma of extranodal site	447989004	Aurum	haematological	lymphoma	1				
7351491000006112	Adenolymphoma of parotid gland	448211002	Aurum	haematological	lymphoma	1				
7351661000006119	Non-Hodgkin's lymphoma of bone	448220006	Aurum	haematological	lymphoma	1				
7351861000006118	Follicular non-Hodgkin's lymphoma of nose	448231003	Aurum	haematological	lymphoma	1				
7352201000006110	Non-Hodgkin's lymphoma of central nervous system	448254007	Aurum	haematological	lymphoma	1				
7352211000006113	Non-Hodgkin lymphoma of central nervous system	448254007	Aurum	haematological	lymphoma	1				
7353041000006113	Follicular non-Hodgkin's lymphoma of soft tissue	448317000	Aurum	haematological	lymphoma	1				
7353601000006119	Non-Hodgkin's lymphoma of intestine	448354009	Aurum	haematological	lymphoma	1				
7353891000006113	Non-Hodgkin's lymphoma of lung	448372003	Aurum	haematological	lymphoma	1				
7354171000006119	Non-Hodgkin's lymphoma of testis	448387008	Aurum	haematological	lymphoma	1				
7354181000006116	Non-Hodgkin lymphoma of testis	448387008	Aurum	haematological	lymphoma	1				
7355181000006117	Non-Hodgkin's lymphoma of skin	448447004	Aurum	haematological	lymphoma	1				
7356671000006118	Lymphoma of pelvis	448553002	Aurum	haematological	lymphoma	1				
7356691000006117	Lymphoma of body of stomach	448555009	Aurum	haematological	lymphoma	1				
7358331000006113	Follicular non-Hodgkin's lymphoma of bone	448666006	Aurum	haematological	lymphoma	1				
7358451000006113	Follicular non-Hodgkin's lymphoma of lung	448672006	Aurum	haematological	lymphoma	1				
7359061000006114	Non-Hodgkin's lymphoma of stomach	448709005	Aurum	haematological	lymphoma	1				
7361211000006114	Follicular non-Hodgkin's lymphoma of skin	448865007	Aurum	haematological	lymphoma	1				
7364001000006115	Follicular non-Hodgkin's lymphoma of tonsil	449058008	Aurum	haematological	lymphoma	1				
7364271000006115	Gastrointestinal lymphoma	449072004	Aurum	haematological	lymphoma	1				
7364311000006115	Lymphoma of small bowel	449074003	Aurum	haematological	lymphoma	1				
7365841000006114	Diffuse non-Hodgkin's lymphoma of tonsil	449173006	Aurum	haematological	lymphoma	1				
7365931000006114	Diffuse non-Hodgkin's lymphoma of bone	449177007	Aurum	haematological	lymphoma	1				
7366611000006119	Diffuse non-Hodgkin's lymphoma of skin	449217008	Aurum	haematological	lymphoma	1				
7366631000006113	Lymphoma of sigmoid colon	449218003	Aurum	haematological	lymphoma	1				
7367811000006115	Non-Hodgkin's lymphoma of tonsil	449292003	Aurum	haematological	lymphoma	1				
7369661000006114	Follicular non-Hodgkin's lymphoma of intestine	449419008	Aurum	haematological	lymphoma	1				
7385871000006116	T-cell rich/histiocyte-rich large B-cell lymphoma	450959001	Aurum	haematological	lymphoma	1				
7482301000006118	History of Hodgkin lymphoma	473068004	Aurum	haematological	lymphoma	1			1	
7566531000006112	Follicular non-Hodgkin's lymphoma diffuse follicle centre sub-type grade 1	702786004	Aurum	haematological	lymphoma	1				1
7569011000006116	Follicular non-Hodgkin's lymphoma diffuse follicle centre cell sub-type grade 2	702977001	Aurum	haematological	lymphoma	1				1
7579001000006113	Anaplastic large cell lymphoma, T/Null cell, primary systemic type	703626001	Aurum	haematological	lymphoma	1				
7740101000006115	ALK-positive large B-cell lymphoma	715950008	Aurum	haematological	lymphoma	1				
7752061000006119	Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly	716788007	Aurum	haematological	lymphoma	1				
7752071000006114	Epstein-Barr virus positive diffuse large B-cell lymphoma of elderly	716789004	Aurum	haematological	lymphoma	1				
7769051000006116	Primary pulmonary lymphoma	718200007	Aurum	haematological	lymphoma	1				
7819511000006113	Follicular lymphoma of small intestine	721555001	Aurum	haematological	lymphoma	1				
7838571000006117	B-cell lymphoma unclassifiable with features intermediate between Burkitt lymphoma and diffuse large B-cell lymphoma	722953004	Aurum	haematological	lymphoma	1				
7858981000006112	T-cell hystiocyte rich large B-cell lymphoma	724645006	Aurum	haematological	lymphoma	1				
7859011000006113	Plasmablastic lymphoma	724648008	Aurum	haematological	lymphoma	1				
7881991000006111	Nodal marginal zone B-cell lymphoma	726721002	Aurum	haematological	lymphoma	1				
7959721000006110	Primary cutaneous gamma-delta-positive T-cell lymphoma	733627006	Aurum	haematological	lymphoma	1				
7963731000006117	Diffuse large B-cell lymphoma of central nervous system	734066005	Aurum	haematological	lymphoma	1				
7963881000006114	Diffuse large B-cell lymphoma associated with chronic inflammation	734076008	Aurum	haematological	lymphoma	1				
7963891000006112	DLBCL (diffuse large B-cell lymphoma) associated with chronic inflammation	734076008	Aurum	haematological	lymphoma	1				
7964521000006110	B-cell lymphoma with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma	734142002	Aurum	haematological	lymphoma	1				
7995811000006116	B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Hodgkin lymphoma	12351000132102	Aurum	haematological	lymphoma	1				
8042011000006111	Lymphoma of colon	133751000119102	Aurum	haematological	lymphoma	1				
12026931000006114	Primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell lymphoma	765136002	Aurum	haematological	lymphoma	1				
